StoreID,BusinessDate,PLU,Description,ItemType,CategoryLvl1Desc,CategoryLvl2Desc,CategoryLvl3Desc,ReceivedQuantity,SoldQuantity,EndQuantity,LatestOrder,StockedOut,GroupID,MissedSales,Days,Weekday,National Holiday
117,2019-06-29,3000227,Caprese Sandwich,Unassigned,Food,Cold Case,Ready to Eat,2.0,1.0,1.0,13,0,2.0,0.0,2.0,0,0
117,2019-06-29,3000278,Breakfast Burrito Egg Beans & Rice,Unassigned,Food,Cold Case,Ready to Eat,2.0,0.0,2.0,0,0,2.0,0.0,2.0,0,0
117,2019-06-29,820602,Everything Bagel,Core,Food,Bake Case,Bagels,6.0,6.0,0.0,10,1,2.0,1.92484,2.0,0,0
117,2019-06-29,820801,Blueberry Scone,Core,Food,Bake Case,Muffins & Scones,6.0,6.0,0.0,15,1,2.0,0.403222,2.0,0,0
117,2019-06-29,820902,Butter Croissant,Core,Food,Bake Case,Pastries,8.0,8.0,0.0,9,1,2.0,3.055392,2.0,0,0
117,2019-06-29,820224,Chocolate Croissant,Core,Food,Bake Case,Pastries,4.0,1.0,0.0,9,0,2.0,0.0,2.0,0,0
117,2019-06-29,810703,Cinnamon Roll,Core,Food,Bake Case,Pastries,6.0,4.0,0.0,14,0,2.0,0.0,2.0,0,0
117,2019-06-29,3000210,Cookie - Chocolate Chunk,Core,Food,Bake Case,Cookies & Bars,4.0,3.0,0.0,13,1,2.0,0.858776,2.0,0,0
117,2019-06-29,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Food,Cold Case,Ready to Eat,2.0,0.0,2.0,0,0,2.0,0.0,2.0,0,0
117,2019-06-29,3000207,Danish - Classic Cheese,Core,Food,Bake Case,Pastries,6.0,5.0,0.0,16,1,2.0,0.372067,2.0,0,0
117,2019-06-29,3000209,Croissant - White Cheddar Jalapeno,Core,Food,Bake Case,Pastries,4.0,4.0,0.0,9,1,2.0,1.797886,2.0,0,0
117,2019-06-29,3000214,Coffee Cake with Streusel,Core,Food,Bake Case,Cakes & Breads,8.0,3.0,4.0,10,0,2.0,0.0,2.0,0,0
117,2019-06-29,841402,Almond Croissant,Core,Food,Bake Case,Pastries,4.0,2.0,0.0,16,0,2.0,0.0,2.0,0,0
117,2019-06-30,3000227,Caprese Sandwich,Unassigned,Food,Cold Case,Ready to Eat,1.0,2.0,3.0,13,0,2.0,0.0,3.0,0,0
117,2019-06-30,3000278,Breakfast Burrito Egg Beans & Rice,Unassigned,Food,Cold Case,Ready to Eat,2.0,0.0,2.0,0,0,2.0,0.0,3.0,0,0
117,2019-06-30,820602,Everything Bagel,Core,Food,Bake Case,Bagels,3.0,3.0,0.0,12,1,2.0,0.7834,3.0,0,0
117,2019-06-30,820801,Blueberry Scone,Core,Food,Bake Case,Muffins & Scones,6.0,1.0,0.0,14,0,2.0,0.0,3.0,0,0
117,2019-06-30,820902,Butter Croissant,Core,Food,Bake Case,Pastries,6.0,6.0,0.0,9,1,2.0,3.055392,3.0,0,0
117,2019-06-30,820224,Chocolate Croissant,Core,Food,Bake Case,Pastries,4.0,3.0,0.0,20,0,2.0,0.0,3.0,0,0
117,2019-06-30,810703,Cinnamon Roll,Core,Food,Bake Case,Pastries,4.0,3.0,0.0,19,1,2.0,0.063886,3.0,0,0
117,2019-06-30,3000210,Cookie - Chocolate Chunk,Core,Food,Bake Case,Cookies & Bars,2.0,1.0,0.0,12,1,2.0,1.000817,3.0,0,0
117,2019-06-30,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Food,Cold Case,Ready to Eat,2.0,0.0,2.0,0,0,2.0,0.0,3.0,0,0
117,2019-06-30,3000207,Danish - Classic Cheese,Core,Food,Bake Case,Pastries,6.0,1.0,0.0,9,0,2.0,0.0,3.0,0,0
117,2019-06-30,3000209,Croissant - White Cheddar Jalapeno,Core,Food,Bake Case,Pastries,2.0,2.0,0.0,19,1,2.0,0.036184,3.0,0,0
117,2019-06-30,3000214,Coffee Cake with Streusel,Core,Food,Bake Case,Cakes & Breads,0.0,0.0,8.0,0,0,2.0,0.0,3.0,0,0
117,2019-06-30,841402,Almond Croissant,Core,Food,Bake Case,Pastries,4.0,0.0,0.0,0,0,2.0,0.0,3.0,0,0
117,2019-07-01,3000227,Caprese Sandwich,Unassigned,Food,Cold Case,Ready to Eat,2.0,2.0,0.0,10,0,2.0,0.0,1.0,1,0
117,2019-07-01,3000278,Breakfast Burrito Egg Beans & Rice,Unassigned,Food,Cold Case,Ready to Eat,2.0,1.0,1.0,6,0,2.0,0.0,1.0,1,0
117,2019-07-01,820602,Everything Bagel,Core,Food,Bake Case,Bagels,3.0,3.0,0.0,9,1,2.0,2.909824,1.0,1,0
117,2019-07-01,820801,Blueberry Scone,Core,Food,Bake Case,Muffins & Scones,4.0,3.0,0.0,9,0,2.0,0.0,1.0,1,0
117,2019-07-01,820902,Butter Croissant,Core,Food,Bake Case,Pastries,6.0,5.0,0.0,10,1,2.0,2.141579,1.0,1,0
117,2019-07-01,820224,Chocolate Croissant,Core,Food,Bake Case,Pastries,4.0,3.0,0.0,17,0,2.0,0.0,1.0,1,0
117,2019-07-01,810703,Cinnamon Roll,Core,Food,Bake Case,Pastries,4.0,1.0,0.0,8,0,2.0,0.0,1.0,1,0
117,2019-07-01,3000210,Cookie - Chocolate Chunk,Core,Food,Bake Case,Cookies & Bars,2.0,2.0,0.0,14,1,2.0,0.699543,1.0,1,0
117,2019-07-01,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Food,Cold Case,Ready to Eat,2.0,0.0,2.0,0,0,2.0,0.0,1.0,1,0
117,2019-07-01,3000207,Danish - Classic Cheese,Core,Food,Bake Case,Pastries,4.0,5.0,0.0,19,0,2.0,0.0,1.0,1,0
117,2019-07-01,3000209,Croissant - White Cheddar Jalapeno,Core,Food,Bake Case,Pastries,2.0,0.0,0.0,0,0,2.0,0.0,1.0,1,0
117,2019-07-01,3000214,Coffee Cake with Streusel,Core,Food,Bake Case,Cakes & Breads,8.0,4.0,0.0,17,0,2.0,0.0,1.0,1,0
117,2019-07-01,841402,Almond Croissant,Core,Food,Bake Case,Pastries,4.0,2.0,0.0,20,0,2.0,0.0,1.0,1,0
117,2019-07-02,3000227,Caprese Sandwich,Unassigned,Food,Cold Case,Ready to Eat,2.0,1.0,0.0,9,1,2.0,1.782946,5.0,1,0
117,2019-07-02,3000278,Breakfast Burrito Egg Beans & Rice,Unassigned,Food,Cold Case,Ready to Eat,2.0,1.0,2.0,10,0,2.0,0.0,5.0,1,0
117,2019-07-02,820602,Everything Bagel,Core,Food,Bake Case,Bagels,3.0,3.0,0.0,8,1,2.0,3.895409,5.0,1,0
117,2019-07-02,820801,Blueberry Scone,Core,Food,Bake Case,Muffins & Scones,6.0,3.0,0.0,19,0,2.0,0.0,5.0,1,0
117,2019-07-02,820902,Butter Croissant,Core,Food,Bake Case,Pastries,6.0,6.0,0.0,10,1,2.0,2.141579,5.0,1,0
117,2019-07-02,820224,Chocolate Croissant,Core,Food,Bake Case,Pastries,4.0,2.0,0.0,10,0,2.0,0.0,5.0,1,0
117,2019-07-02,810703,Cinnamon Roll,Core,Food,Bake Case,Pastries,4.0,3.0,0.0,16,1,2.0,0.344965,5.0,1,0
117,2019-07-02,3000210,Cookie - Chocolate Chunk,Core,Food,Bake Case,Cookies & Bars,2.0,1.0,0.0,16,1,2.0,0.35968,5.0,1,0
117,2019-07-02,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Food,Cold Case,Ready to Eat,2.0,0.0,2.0,0,0,2.0,0.0,5.0,1,0
117,2019-07-02,3000207,Danish - Classic Cheese,Core,Food,Bake Case,Pastries,6.0,5.0,0.0,19,1,2.0,0.077324,5.0,1,0
117,2019-07-02,3000209,Croissant - White Cheddar Jalapeno,Core,Food,Bake Case,Pastries,2.0,0.0,0.0,0,0,2.0,0.0,5.0,1,0
117,2019-07-02,3000214,Coffee Cake with Streusel,Core,Food,Bake Case,Cakes & Breads,8.0,5.0,3.0,11,0,2.0,0.0,5.0,1,0
117,2019-07-02,841402,Almond Croissant,Core,Food,Bake Case,Pastries,4.0,4.0,0.0,16,1,2.0,0.382052,5.0,1,0
117,2019-07-03,3000227,Caprese Sandwich,Unassigned,Food,Cold Case,Ready to Eat,2.0,0.0,2.0,0,0,2.0,0.0,6.0,1,0
117,2019-07-03,3000278,Breakfast Burrito Egg Beans & Rice,Unassigned,Food,Cold Case,Ready to Eat,2.0,1.0,2.0,10,0,2.0,0.0,6.0,1,0
117,2019-07-03,820602,Everything Bagel,Core,Food,Bake Case,Bagels,3.0,3.0,0.0,10,1,2.0,1.92484,6.0,1,0
117,2019-07-03,820801,Blueberry Scone,Core,Food,Bake Case,Muffins & Scones,6.0,4.0,0.0,10,0,2.0,0.0,6.0,1,0
117,2019-07-03,820902,Butter Croissant,Core,Food,Bake Case,Pastries,6.0,4.0,0.0,9,0,2.0,0.0,6.0,1,0
117,2019-07-03,820224,Chocolate Croissant,Core,Food,Bake Case,Pastries,4.0,3.0,0.0,17,1,2.0,0.283778,6.0,1,0
117,2019-07-03,810703,Cinnamon Roll,Core,Food,Bake Case,Pastries,4.0,4.0,0.0,18,1,2.0,0.128375,6.0,1,0
117,2019-07-03,3000210,Cookie - Chocolate Chunk,Core,Food,Bake Case,Cookies & Bars,2.0,2.0,0.0,17,1,2.0,0.227173,6.0,1,0
117,2019-07-03,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Food,Cold Case,Ready to Eat,2.0,2.0,2.0,10,0,2.0,0.0,6.0,1,0
117,2019-07-03,3000207,Danish - Classic Cheese,Core,Food,Bake Case,Pastries,6.0,1.0,0.0,5,0,2.0,0.0,6.0,1,0
117,2019-07-03,3000209,Croissant - White Cheddar Jalapeno,Core,Food,Bake Case,Pastries,4.0,1.0,0.0,13,0,2.0,0.0,6.0,1,0
117,2019-07-03,3000214,Coffee Cake with Streusel,Core,Food,Bake Case,Cakes & Breads,8.0,1.0,8.0,17,0,2.0,0.0,6.0,1,0
117,2019-07-03,841402,Almond Croissant,Core,Food,Bake Case,Pastries,4.0,2.0,0.0,9,0,2.0,0.0,6.0,1,0
117,2019-07-04,3000227,Caprese Sandwich,Unassigned,Food,Cold Case,Ready to Eat,2.0,0.0,1.0,0,0,2.0,0.0,4.0,1,1
